"ACTION_DIRECTION","ACTION_SCORE","ACTION_TYPE","edge-label","EDGE_UNIQUE_SUID","EVIDENCE_CODE","INITIAL_SOURCE_NAME","INITIAL_TARGET_NAME","interaction","INTERACTION_TYPE","KappaScore","name","Regulates Source","Regulates Target","selected","shared interaction","shared name","SIGNUM","SOURCE_NAME","SOURCE_SYMBOL_NAME","TARGET_NAME","TARGET_SYMBOL_NAME","UNIQUE_ID"
"",,"","","9292","kappa:1.0","","","term-term","term-term","1.0","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor TLR6:TLR2 Cascade","","","false","term-term","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor TLR6:TLR2 Cascade","+","","","","","R-HSA:181438 (term-term) R-HSA:168188"
"",,"","","9289","kappa:0.9","","","term-term","term-term","0.9015298594393111","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor 7/8 (TLR7/8) Cascade","","","false","term-term","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor 7/8 (TLR7/8) Cascade","+","","","","","R-HSA:181438 (term-term) R-HSA:168181"
"",,"","","9286","is_a:","","","term-term","term-term","2.0","Toll Like Receptor 2 (TLR2) Cascade (term-term-ontology) Toll Like Receptor TLR1:TLR2 Cascade","","POSITIVELY_REGULATES","false","term-term","Toll Like Receptor 2 (TLR2) Cascade (term-term-ontology) Toll Like Receptor TLR1:TLR2 Cascade","+","","","","","R-HSA:181438 (term-term-ontology) R-HSA:168179"
"",,"","","9283","kappa:1.0","","","term-term","term-term","1.0","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor TLR1:TLR2 Cascade","","","false","term-term","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor TLR1:TLR2 Cascade","+","","","","","R-HSA:181438 (term-term) R-HSA:168179"
"",,"","","9280","kappa:0.83","","","term-term","term-term","0.8315238022929176","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor 5 (TLR5) Cascade","","","false","term-term","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor 5 (TLR5) Cascade","+","","","","","R-HSA:181438 (term-term) R-HSA:168176"
"",,"","","9277","kappa:0.8","","","term-term","term-term","0.8030597188786217","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor 3 (TLR3) Cascade","","","false","term-term","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor 3 (TLR3) Cascade","+","","","","","R-HSA:181438 (term-term) R-HSA:168164"
"",,"","","9274","kappa:0.83","","","term-term","term-term","0.8315238022929176","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor 10 (TLR10) Cascade","","","false","term-term","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor 10 (TLR10) Cascade","+","","","","","R-HSA:181438 (term-term) R-HSA:168142"
"",,"","","9271","kappa:0.9","","","term-term","term-term","0.9015298594393111","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor 9 (TLR9) Cascade","","","false","term-term","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor 9 (TLR9) Cascade","+","","","","","R-HSA:181438 (term-term) R-HSA:168138"
"",,"","","9268","kappa:0.83","","","term-term","term-term","0.8315238022929176","Toll Like Receptor 2 (TLR2) Cascade (term-term) MyD88-independent TLR4 cascade ","","","false","term-term","Toll Like Receptor 2 (TLR2) Cascade (term-term) MyD88-independent TLR4 cascade ","+","","","","","R-HSA:181438 (term-term) R-HSA:166166"
"",,"","","9265","kappa:1.0","","","term-term","term-term","1.0","Toll Like Receptor 2 (TLR2) Cascade (term-term) MyD88:MAL(TIRAP) cascade initiated on plasma membrane","","","false","term-term","Toll Like Receptor 2 (TLR2) Cascade (term-term) MyD88:MAL(TIRAP) cascade initiated on plasma membrane","+","","","","","R-HSA:181438 (term-term) R-HSA:166058"
"",,"","","9262","kappa:0.96","","","term-term","term-term","0.9566969469298549","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor 4 (TLR4) Cascade","","","false","term-term","Toll Like Receptor 2 (TLR2) Cascade (term-term) Toll Like Receptor 4 (TLR4) Cascade","+","","","","","R-HSA:181438 (term-term) R-HSA:166016"
"",,"","","9259","TAS","R-HSA:181438","948","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) CD36","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) CD36","","","","","","R-HSA:181438 (gene-term) 948"
"",,"","","9256","TAS","R-HSA:181438","8945","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) BTRC","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) BTRC","","","","","","R-HSA:181438 (gene-term) 8945"
"",,"","","9253","TAS","R-HSA:181438","7867","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPKAPK3","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPKAPK3","","","","","","R-HSA:181438 (gene-term) 7867"
"",,"","","9250","TAS","R-HSA:181438","7157","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) TP53","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) TP53","","","","","","R-HSA:181438 (gene-term) 7157"
"",,"","","9247","TAS","R-HSA:181438","695","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) BTK","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) BTK","","","","","","R-HSA:181438 (gene-term) 695"
"",,"","","9244","TAS","R-HSA:181438","6283","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) S100A12","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) S100A12","","","","","","R-HSA:181438 (gene-term) 6283"
"",,"","","9241","TAS","R-HSA:181438","6280","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) S100A9","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) S100A9","","","","","","R-HSA:181438 (gene-term) 6280"
"",,"","","9238","TAS","R-HSA:181438","6279","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) S100A8","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) S100A8","","","","","","R-HSA:181438 (gene-term) 6279"
"",,"","","9235","TAS","R-HSA:181438","6233","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) RPS27A","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) RPS27A","","","","","","R-HSA:181438 (gene-term) 6233"
"",,"","","9232","TAS","R-HSA:181438","5970","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) RELA","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) RELA","","","","","","R-HSA:181438 (gene-term) 5970"
"",,"","","9229","TAS","R-HSA:181438","5602","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPK10","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPK10","","","","","","R-HSA:181438 (gene-term) 5602"
"",,"","","9226","TAS","R-HSA:181438","5601","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPK9","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPK9","","","","","","R-HSA:181438 (gene-term) 5601"
"",,"","","9223","TAS","R-HSA:181438","5600","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPK11","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPK11","","","","","","R-HSA:181438 (gene-term) 5600"
"",,"","","9220","TAS","R-HSA:181438","5599","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPK8","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPK8","","","","","","R-HSA:181438 (gene-term) 5599"
"",,"","","9217","TAS","R-HSA:181438","5598","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPK7","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPK7","","","","","","R-HSA:181438 (gene-term) 5598"
"",,"","","9214","TAS","R-HSA:181438","4214","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAP3K1","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAP3K1","","","","","","R-HSA:181438 (gene-term) 4214"
"",,"","","9211","IEA","R-HSA:181438","4208","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MEF2C","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MEF2C","","","","","","R-HSA:181438 (gene-term) 4208"
"",,"","","9208","IEA","R-HSA:181438","4205","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MEF2A","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MEF2A","","","","","","R-HSA:181438 (gene-term) 4205"
"",,"","","9205","TAS","R-HSA:181438","3725","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) JUN","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) JUN","","","","","","R-HSA:181438 (gene-term) 3725"
"",,"","","9202","TAS","R-HSA:181438","23643","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) LY96","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) LY96","","","","","","R-HSA:181438 (gene-term) 23643"
"",,"","","9199","TAS","R-HSA:181438","2353","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) FOS","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) FOS","","","","","","R-HSA:181438 (gene-term) 2353"
"",,"","","9196","TAS","R-HSA:181438","1432","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPK14","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) MAPK14","","","","","","R-HSA:181438 (gene-term) 1432"
"",,"","","9193","TAS","R-HSA:181438","1385","gene-term","R-HSA:181438",,"Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) CREB1","","","false","gene-term","Toll%20Like%20Receptor%202%20(TLR2)%20Cascade (gene-term) CREB1","","","","","","R-HSA:181438 (gene-term) 1385"
"",,"","","8803","is_a:","","","term-term","term-term","2.0","DDX58/IFIH1-mediated induction of interferon-alpha/beta (term-term-ontology) Innate Immune System","POSITIVELY_REGULATES","","false","term-term","DDX58/IFIH1-mediated induction of interferon-alpha/beta (term-term-ontology) Innate Immune System","+","","","","","R-HSA:168928 (term-term-ontology) R-HSA:168249"
"",,"","","8800","TAS","R-HSA:168928","9246","gene-term","R-HSA:168928",,"DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) UBE2L6","","","false","gene-term","DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) UBE2L6","","","","","","R-HSA:168928 (gene-term) 9246"
"",,"","","8797","TAS","R-HSA:168928","7706","gene-term","R-HSA:168928",,"DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) TRIM25","","","false","gene-term","DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) TRIM25","","","","","","R-HSA:168928 (gene-term) 7706"
"",,"","","8794","TAS","R-HSA:168928","6283","gene-term","R-HSA:168928",,"DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) S100A12","","","false","gene-term","DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) S100A12","","","","","","R-HSA:168928 (gene-term) 6283"
"",,"","","8791","TAS","R-HSA:168928","6233","gene-term","R-HSA:168928",,"DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) RPS27A","","","false","gene-term","DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) RPS27A","","","","","","R-HSA:168928 (gene-term) 6233"
"",,"","","8788","TAS","R-HSA:168928","5970","gene-term","R-HSA:168928",,"DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) RELA","","","false","gene-term","DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) RELA","","","","","","R-HSA:168928 (gene-term) 5970"
"",,"","","8785","TAS","R-HSA:168928","57506","gene-term","R-HSA:168928",,"DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) MAVS","","","false","gene-term","DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) MAVS","","","","","","R-HSA:168928 (gene-term) 57506"
"",,"","","8782","TAS","R-HSA:168928","5094","gene-term","R-HSA:168928",,"DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) PCBP2","","","false","gene-term","DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) PCBP2","","","","","","R-HSA:168928 (gene-term) 5094"
"",,"","","8779","TAS","R-HSA:168928","4214","gene-term","R-HSA:168928",,"DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) MAP3K1","","","false","gene-term","DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) MAP3K1","","","","","","R-HSA:168928 (gene-term) 4214"
"",,"","","8776","TAS","R-HSA:168928","3320","gene-term","R-HSA:168928",,"DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) HSP90AA1","","","false","gene-term","DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) HSP90AA1","","","","","","R-HSA:168928 (gene-term) 3320"
"",,"","","8773","TAS","R-HSA:168928","2033","gene-term","R-HSA:168928",,"DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) EP300","","","false","gene-term","DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) EP300","","","","","","R-HSA:168928 (gene-term) 2033"
"",,"","","8770","TAS","R-HSA:168928","1540","gene-term","R-HSA:168928",,"DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) CYLD","","","false","gene-term","DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) CYLD","","","","","","R-HSA:168928 (gene-term) 1540"
"",,"","","8767","TAS","R-HSA:168928","1387","gene-term","R-HSA:168928",,"DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) CREBBP","","","false","gene-term","DDX58/IFIH1-mediated%20induction%20of%20interferon-alpha/beta (gene-term) CREBBP","","","","","","R-HSA:168928 (gene-term) 1387"
"",,"","","8761","is_a:","","","term-term","term-term","2.0","Toll-like Receptor Cascades (term-term-ontology) Innate Immune System","POSITIVELY_REGULATES","","false","term-term","Toll-like Receptor Cascades (term-term-ontology) Innate Immune System","+","","","","","R-HSA:168898 (term-term-ontology) R-HSA:168249"
"",,"","","8758","kappa:0.9","","","term-term","term-term","0.8978934484313604","Toll-like Receptor Cascades (term-term) Toll Like Receptor TLR6:TLR2 Cascade","","","false","term-term","Toll-like Receptor Cascades (term-term) Toll Like Receptor TLR6:TLR2 Cascade","+","","","","","R-HSA:168898 (term-term) R-HSA:168188"
"",,"","","8755","is_a:","","","term-term","term-term","2.0","Toll-like Receptor Cascades (term-term-ontology) Toll Like Receptor 7/8 (TLR7/8) Cascade","","POSITIVELY_REGULATES","false","term-term","Toll-like Receptor Cascades (term-term-ontology) Toll Like Receptor 7/8 (TLR7/8) Cascade","+","","","","","R-HSA:168898 (term-term-ontology) R-HSA:168181"
"",,"","","8752","kappa:0.8","","","term-term","term-term","0.8014199206514937","Toll-like Receptor Cascades (term-term) Toll Like Receptor 7/8 (TLR7/8) Cascade","","","false","term-term","Toll-like Receptor Cascades (term-term) Toll Like Receptor 7/8 (TLR7/8) Cascade","+","","","","","R-HSA:168898 (term-term) R-HSA:168181"
"",,"","","8749","kappa:0.9","","","term-term","term-term","0.8978934484313604","Toll-like Receptor Cascades (term-term) Toll Like Receptor TLR1:TLR2 Cascade","","","false","term-term","Toll-like Receptor Cascades (term-term) Toll Like Receptor TLR1:TLR2 Cascade","+","","","","","R-HSA:168898 (term-term) R-HSA:168179"
"",,"","","8746","is_a:","","","term-term","term-term","2.0","Toll-like Receptor Cascades (term-term-ontology) Toll Like Receptor 5 (TLR5) Cascade","","POSITIVELY_REGULATES","false","term-term","Toll-like Receptor Cascades (term-term-ontology) Toll Like Receptor 5 (TLR5) Cascade","+","","","","","R-HSA:168898 (term-term-ontology) R-HSA:168176"
"",,"","","8743","kappa:0.83","","","term-term","term-term","0.8269650655021842","Toll-like Receptor Cascades (term-term) Toll Like Receptor 5 (TLR5) Cascade","","","false","term-term","Toll-like Receptor Cascades (term-term) Toll Like Receptor 5 (TLR5) Cascade","+","","","","","R-HSA:168898 (term-term) R-HSA:168176"
"",,"","","8740","is_a:","","","term-term","term-term","2.0","Toll-like Receptor Cascades (term-term-ontology) Toll Like Receptor 3 (TLR3) Cascade","","POSITIVELY_REGULATES","false","term-term","Toll-like Receptor Cascades (term-term-ontology) Toll Like Receptor 3 (TLR3) Cascade","+","","","","","R-HSA:168898 (term-term-ontology) R-HSA:168164"
"",,"","","8737","kappa:0.8","","","term-term","term-term","0.8014199206514937","Toll-like Receptor Cascades (term-term) Toll Like Receptor 3 (TLR3) Cascade","","","false","term-term","Toll-like Receptor Cascades (term-term) Toll Like Receptor 3 (TLR3) Cascade","+","","","","","R-HSA:168898 (term-term) R-HSA:168164"
"",,"","","8734","is_a:","","","term-term","term-term","2.0","Toll-like Receptor Cascades (term-term-ontology) Toll Like Receptor 10 (TLR10) Cascade","","POSITIVELY_REGULATES","false","term-term","Toll-like Receptor Cascades (term-term-ontology) Toll Like Receptor 10 (TLR10) Cascade","+","","","","","R-HSA:168898 (term-term-ontology) R-HSA:168142"
"",,"","","8731","kappa:0.83","","","term-term","term-term","0.8269650655021842","Toll-like Receptor Cascades (term-term) Toll Like Receptor 10 (TLR10) Cascade","","","false","term-term","Toll-like Receptor Cascades (term-term) Toll Like Receptor 10 (TLR10) Cascade","+","","","","","R-HSA:168898 (term-term) R-HSA:168142"
"",,"","","8728","is_a:","","","term-term","term-term","2.0","Toll-like Receptor Cascades (term-term-ontology) Toll Like Receptor 9 (TLR9) Cascade","","POSITIVELY_REGULATES","false","term-term","Toll-like Receptor Cascades (term-term-ontology) Toll Like Receptor 9 (TLR9) Cascade","+","","","","","R-HSA:168898 (term-term-ontology) R-HSA:168138"
"",,"","","8725","kappa:0.8","","","term-term","term-term","0.8014199206514937","Toll-like Receptor Cascades (term-term) Toll Like Receptor 9 (TLR9) Cascade","","","false","term-term","Toll-like Receptor Cascades (term-term) Toll Like Receptor 9 (TLR9) Cascade","+","","","","","R-HSA:168898 (term-term) R-HSA:168138"
"",,"","","8722","kappa:0.83","","","term-term","term-term","0.8269650655021842","Toll-like Receptor Cascades (term-term) MyD88-independent TLR4 cascade ","","","false","term-term","Toll-like Receptor Cascades (term-term) MyD88-independent TLR4 cascade ","+","","","","","R-HSA:168898 (term-term) R-HSA:166166"
"",,"","","8719","kappa:0.9","","","term-term","term-term","0.8978934484313604","Toll-like Receptor Cascades (term-term) MyD88:MAL(TIRAP) cascade initiated on plasma membrane","","","false","term-term","Toll-like Receptor Cascades (term-term) MyD88:MAL(TIRAP) cascade initiated on plasma membrane","+","","","","","R-HSA:168898 (term-term) R-HSA:166058"
"",,"","","8716","is_a:","","","term-term","term-term","2.0","Toll-like Receptor Cascades (term-term-ontology) Toll Like Receptor 4 (TLR4) Cascade","","POSITIVELY_REGULATES","false","term-term","Toll-like Receptor Cascades (term-term-ontology) Toll Like Receptor 4 (TLR4) Cascade","+","","","","","R-HSA:168898 (term-term-ontology) R-HSA:166016"
"",,"","","8713","kappa:0.94","","","term-term","term-term","0.9409353456307065","Toll-like Receptor Cascades (term-term) Toll Like Receptor 4 (TLR4) Cascade","","","false","term-term","Toll-like Receptor Cascades (term-term) Toll Like Receptor 4 (TLR4) Cascade","+","","","","","R-HSA:168898 (term-term) R-HSA:166016"
"",,"","","8710","TAS","R-HSA:168898","948","gene-term","R-HSA:168898",,"Toll-like%20Receptor%20Cascades (gene-term) CD36","","","false","gene-term","Toll-like%20Receptor%20Cascades (gene-term) CD36","","","","","","R-HSA:168898 (gene-term) 948"
